Year,Month,DayofMonth,DayOfWeek,Carrier,OriginAirport,DestAirport,CRSDepTime,DepDelay,DepDel15,CRSArrTime,ArrDelay,ArrDel15,Cancelled
2013,8,8,4,AA,EWR,DFW,1655,59.0,1.0,1950,95.0,1,0
2013,6,25,2,EV,DTW,OKC,1525,15.0,1.0,1652,8.0,0,0
2013,5,23,4,OO,BUR,PHX,1925,38.0,1.0,2055,36.0,1,0
2013,9,25,3,DL,CLT,ATL,1945,-2.0,0.0,2059,2.0,0,0
2013,4,17,3,WN,LGA,STL,1650,13.0,0.0,1845,-9.0,0,0
2013,6,9,7,DL,ATL,TPA,835,-5.0,0.0,1001,-5.0,0,0
2013,6,28,5,YV,MEM,CLT,735,-7.0,0.0,1025,-5.0,0,0
2013,5,29,3,DL,MCI,SLC,605,2.0,0.0,741,-6.0,0,0
2013,4,10,3,MQ,IND,MIA,1810,45.0,1.0,2055,48.0,1,0
2013,9,9,1,US,RSW,PHL,1400,7.0,0.0,1636,22.0,1,0
2013,6,6,4,OO,OAK,LAX,1844,-5.0,0.0,2008,-7.0,0,0
2013,8,12,1,B6,MCO,SJU,2250,33.0,1.0,139,35.0,1,0
2013,8,9,5,UA,IAD,PDX,1909,-6.0,0.0,2144,-23.0,0,0
2013,5,28,2,MQ,ORD,CMH,635,-4.0,0.0,845,-9.0,0,0
2013,4,6,6,WN,ABQ,MDW,835,0.0,0.0,1215,-9.0,0,0
2013,6,13,4,B6,LGB,AUS,940,-1.0,0.0,1424,12.0,0,0
2013,8,8,4,US,DCA,LGA,1800,312.0,1.0,1921,293.0,1,0
2013,5,8,3,WN,BWI,PVD,745,-1.0,0.0,900,-11.0,0,0
2013,8,1,4,US,CLT,DEN,1150,8.0,0.0,1319,8.0,0,0
2013,4,11,4,WN,SLC,DEN,1645,19.0,1.0,1810,13.0,0,0
2013,4,29,1,AA,MIA,LGA,755,-3.0,0.0,1055,-5.0,0,0
2013,9,4,3,B6,SFO,BOS,2249,3.0,0.0,721,-3.0,0,0
2013,5,31,5,AS,ANC,SEA,1930,-15.0,0.0,2345,2.0,0,0
2013,7,28,7,AS,SEA,SAN,1255,7.0,0.0,1531,2.0,0,0
2013,8,31,6,AA,BOS,JFK,1500,14.0,0.0,1625,4.0,0,0
2013,8,29,4,US,MCI,PHX,1500,-4.0,0.0,1538,-17.0,0,0
2013,6,6,4,FL,STL,MCO,1605,2.0,0.0,1930,-11.0,0,0
2013,9,27,5,AA,ORD,STL,1840,-4.0,0.0,1950,-15.0,0,0
2013,7,31,3,WN,TPA,PIT,1435,-3.0,0.0,1655,-8.0,0,0
2013,10,4,5,US,OAK,PHX,605,-16.0,0.0,800,-8.0,0,0
2013,10,28,1,EV,SAT,IAH,1038,-6.0,0.0,1141,-20.0,0,0
2013,5,1,3,EV,RIC,ORD,600,-10.0,0.0,706,-23.0,0,0
2013,4,20,6,DL,LGA,ATL,1259,42.0,1.0,1534,50.0,1,0
2013,6,26,3,VX,SJC,LAX,855,-7.0,0.0,1005,-4.0,0,0
2013,8,15,4,DL,MSP,MCI,1500,-4.0,0.0,1626,-12.0,0,0
2013,4,7,7,9E,MSP,CLE,1005,-2.0,0.0,1304,-16.0,0,0
2013,5,8,3,UA,EWR,CLE,1435,21.0,1.0,1612,2.0,0,0
2013,10,6,7,DL,CMH,ATL,1415,0.0,0.0,1546,5.0,0,0
2013,8,13,2,YV,HNL,OGG,1100,0.0,0.0,1135,8.0,0,0
2013,4,19,5,DL,ATL,DFW,1000,-4.0,0.0,1130,17.0,1,0
2013,10,17,4,DL,DTW,TPA,1510,0.0,0.0,1749,-3.0,0,0
2013,8,9,5,MQ,LGA,RDU,1325,42.0,1.0,1500,41.0,1,0
2013,7,9,2,9E,BOS,MEM,1635,13.0,0.0,1847,-1.0,0,0
2013,10,15,2,DL,BOS,ATL,1215,-6.0,0.0,1501,-9.0,0,0
2013,7,11,4,EV,CLT,EWR,1750,,,1952,,1,1
2013,5,9,4,AA,DFW,PIT,915,12.0,0.0,1250,16.0,1,0
2013,7,5,5,WN,PHX,OAK,810,-3.0,0.0,1005,-16.0,0,0
2013,5,29,3,OO,ORD,MKE,1511,-2.0,0.0,1556,2.0,0,0
2013,7,31,3,OO,DFW,SFO,1330,-5.0,0.0,1515,-1.0,0,0
2013,8,26,1,DL,ATL,MKE,1456,-2.0,0.0,1554,-5.0,0,0
2013,7,9,2,DL,ATL,RIC,1700,65.0,1.0,1839,65.0,1,0
2013,6,7,5,FL,RIC,ATL,1436,-2.0,0.0,1610,13.0,0,0
2013,6,11,2,AS,SEA,DEN,1115,-5.0,0.0,1500,-2.0,0,0
2013,7,19,5,WN,SMF,DEN,1900,-3.0,0.0,2220,-14.0,0,0
2013,5,3,5,AS,SEA,OAK,1020,-8.0,0.0,1215,-5.0,0,0
2013,4,26,5,WN,FLL,PHL,1230,17.0,1.0,1520,31.0,1,0
2013,4,19,5,EV,EWR,MSP,640,-10.0,0.0,846,-11.0,0,0
2013,10,25,5,DL,MSP,SEA,910,-4.0,0.0,1052,-14.0,0,0
2013,6,20,4,AA,LAX,JFK,1500,0.0,0.0,2330,-11.0,0,0
2013,5,29,3,YV,CLT,MEM,1738,-3.0,0.0,1818,-12.0,0,0
2013,8,11,7,OO,MEM,ORD,1930,-4.0,0.0,2120,-16.0,0,0
2013,10,18,5,F9,MSP,DEN,615,-3.0,0.0,718,11.0,0,0
2013,5,6,1,OO,SFO,SMF,1312,0.0,0.0,1403,-8.0,0,0
2013,7,2,2,AA,DFW,SAN,1850,2.0,0.0,1945,-6.0,0,0
2013,7,25,4,US,DFW,PHL,629,-3.0,0.0,1040,-2.0,0,0
2013,8,26,1,AA,ORD,PHX,1930,4.0,0.0,2110,-19.0,0,0
2013,4,14,7,OO,LAX,SFO,1300,136.0,1.0,1423,171.0,1,0
2013,8,29,4,B6,IAD,BOS,2058,42.0,1.0,2225,42.0,1,0
2013,5,28,2,MQ,JFK,RDU,1450,15.0,1.0,1635,32.0,1,0
2013,10,11,5,US,CLT,BNA,955,-4.0,0.0,1021,-3.0,0,0
2013,6,19,3,WN,SNA,SJC,1050,11.0,0.0,1205,9.0,0,0
2013,9,12,4,DL,MSP,LGA,705,-4.0,0.0,1043,-4.0,0,0
2013,9,8,7,DL,JFK,TPA,1830,28.0,1.0,2137,5.0,0,0
2013,4,8,1,F9,BNA,DEN,819,-2.0,0.0,1005,11.0,0,0
2013,4,3,3,FL,FLL,ATL,1510,22.0,1.0,1655,26.0,1,0
2013,4,9,2,WN,SLC,LAX,1820,44.0,1.0,1915,22.0,1,0
2013,5,2,4,WN,SMF,LAX,2005,17.0,1.0,2125,20.0,1,0
2013,8,9,5,OO,MSP,ORD,1945,-7.0,0.0,2112,-2.0,0,0
2013,4,10,3,WN,MSY,DAL,600,9.0,0.0,725,4.0,0,0
2013,4,7,7,EV,CLT,IAH,1058,-4.0,0.0,1257,-21.0,0,0
2013,4,4,4,MQ,LAX,DEN,750,10.0,0.0,1100,18.0,1,0
2013,9,19,4,MQ,ORD,CMH,2215,81.0,1.0,20,78.0,1,0
2013,5,25,6,US,DFW,PHX,615,-1.0,0.0,636,20.0,1,0
2013,5,23,4,AA,DFW,MCO,1045,20.0,1.0,1420,17.0,1,0
2013,7,14,7,DL,BOS,MSP,1432,-4.0,0.0,1638,-18.0,0,0
2013,5,21,2,B6,LGB,SEA,1026,88.0,1.0,1306,78.0,1,0
2013,7,17,3,DL,JAX,ATL,900,0.0,0.0,1018,-12.0,0,0
2013,5,11,6,US,SLC,CLT,2359,6.0,0.0,540,0.0,0,0
2013,7,17,3,WN,SJC,ONT,1830,-2.0,0.0,1940,-7.0,0,0
2013,7,12,5,WN,SNA,LAS,2040,-3.0,0.0,2140,7.0,0,0
2013,4,24,3,WN,PVD,BWI,720,-2.0,0.0,845,0.0,0,0
2013,8,14,3,DL,LAS,MSP,1325,-7.0,0.0,1829,-10.0,0,0
2013,5,9,4,US,CLT,RDU,1124,-6.0,0.0,1212,-9.0,0,0
2013,4,30,2,OO,DEN,CLE,1319,7.0,0.0,1810,1.0,0,0
2013,6,15,6,OO,SLC,DEN,720,-9.0,0.0,848,-3.0,0,0
2013,5,27,1,F9,MSP,DEN,1029,-5.0,0.0,1135,-6.0,0,0
2013,5,28,2,OO,ONT,SFO,1846,,,2014,,1,1
2013,9,3,2,EV,CMH,LGA,1554,49.0,1.0,1740,30.0,1,0
2013,6,11,2,EV,BNA,EWR,1512,11.0,0.0,1830,10.0,0,0
2013,4,27,6,F9,STL,DEN,1700,0.0,0.0,1814,0.0,0,0
2013,9,23,1,WN,PHX,SNA,1420,27.0,1.0,1530,23.0,1,0
2013,5,7,2,US,SLC,PHX,1059,-3.0,0.0,1132,-5.0,0,0
2013,7,22,1,UA,SFO,PDX,1553,14.0,0.0,1740,0.0,0,0
2013,9,11,3,UA,ORD,LAS,1530,9.0,0.0,1727,45.0,1,0
2013,6,25,2,MQ,RDU,LGA,1415,33.0,1.0,1550,24.0,1,0
2013,4,1,1,US,PHL,DFW,1420,-7.0,0.0,1652,11.0,0,0
2013,7,14,7,WN,DAL,SAT,1220,5.0,0.0,1315,3.0,0,0
2013,10,22,2,AA,TPA,DFW,1840,0.0,0.0,2020,0.0,0,0
2013,9,19,4,DL,ATL,BWI,835,-1.0,0.0,1023,1.0,0,0
2013,7,19,5,UA,LAX,BWI,2241,-4.0,0.0,655,-21.0,0,0
2013,5,12,7,DL,MSP,BOS,1910,9.0,0.0,2253,1.0,0,0
2013,8,27,2,UA,LAS,IAD,825,3.0,0.0,1557,14.0,0,0
2013,9,15,7,DL,MSP,PHL,1915,2.0,0.0,2250,-6.0,0,0
2013,7,30,2,WN,CLE,BWI,1940,0.0,0.0,2055,-4.0,0,0
2013,9,3,2,EV,IND,CLE,1906,-17.0,0.0,2014,-26.0,0,0
2013,6,29,6,UA,ORD,SEA,1200,5.0,0.0,1428,-16.0,0,0
2013,6,22,6,VX,ORD,SFO,800,-2.0,0.0,1035,-9.0,0,0
2013,7,19,5,AA,DFW,ORD,1705,21.0,1.0,1930,12.0,0,0
2013,9,2,1,UA,LAS,SFO,1231,-10.0,0.0,1410,2.0,0,0
2013,8,8,4,AS,SMF,SEA,1020,-1.0,0.0,1159,0.0,0,0
2013,9,22,7,WN,DEN,SAT,2030,1.0,0.0,2330,1.0,0,0
2013,6,22,6,AS,DEN,SEA,900,-15.0,0.0,1040,-17.0,0,0
2013,7,18,4,UA,SFO,SNA,1035,24.0,1.0,1211,27.0,1,0
2013,6,18,2,DL,MSP,STL,700,-4.0,0.0,831,-12.0,0,0
2013,9,19,4,B6,BOS,SFO,1955,15.0,1.0,2326,1.0,0,0
2013,10,21,1,UA,SFO,ORD,601,-1.0,0.0,1218,15.0,1,0
2013,10,21,1,EV,EWR,DTW,1252,-7.0,0.0,1450,-2.0,0,0
2013,5,24,5,DL,ATL,LGA,1440,1.0,0.0,1703,0.0,0,0
2013,7,15,1,WN,ORF,BWI,1655,3.0,0.0,1750,2.0,0,0
2013,9,27,5,WN,STL,LAS,720,-2.0,0.0,845,-1.0,0,0
2013,5,20,1,F9,DEN,DCA,705,-5.0,0.0,1223,7.0,0,0
2013,10,28,1,MQ,ORD,ATL,1030,-1.0,0.0,1315,2.0,0,0
2013,10,5,6,DL,MSP,PHX,1115,-4.0,0.0,1227,-5.0,0,0
2013,10,3,4,AA,SAT,DFW,1705,-1.0,0.0,1815,1.0,0,0
2013,8,11,7,EV,IAD,PIT,1311,-8.0,0.0,1413,-20.0,0,0
2013,9,13,5,AA,ATL,DFW,745,1.0,0.0,910,-23.0,0,0
2013,7,23,2,AA,DCA,DFW,1155,-8.0,0.0,1400,-8.0,0,0
2013,4,14,7,DL,JFK,SAN,1715,-1.0,0.0,2037,-1.0,0,0
2013,8,8,4,AS,ANC,SEA,140,-5.0,0.0,558,25.0,1,0
2013,4,6,6,YV,CLE,CLT,705,-9.0,0.0,841,-2.0,0,0
2013,4,10,3,DL,LGA,MIA,1925,-6.0,0.0,2243,81.0,1,0
2013,8,28,3,9E,MSY,JFK,1112,-1.0,0.0,1520,4.0,0,0
2013,6,1,6,AA,SFO,DFW,930,0.0,0.0,1500,8.0,0,0
2013,10,23,3,DL,ATL,BNA,1230,-2.0,0.0,1235,-13.0,0,0
2013,4,17,3,F9,DTW,DEN,1920,227.0,1.0,2025,252.0,1,0
2013,6,12,3,MQ,CLE,ORD,1020,2.0,0.0,1045,-18.0,0,0
2013,10,6,7,UA,PHX,EWR,2331,-11.0,0.0,705,-20.0,0,0
2013,9,6,5,US,IAH,CLT,1010,-9.0,0.0,1337,1.0,0,0
2013,5,31,5,US,CLT,MIA,1759,-6.0,0.0,1958,-2.0,0,0
2013,9,20,5,WN,LAS,HOU,1910,77.0,1.0,5,55.0,1,0
2013,8,2,5,B6,MCO,BOS,1448,3.0,0.0,1744,6.0,0,0
2013,4,24,3,AS,LAS,SEA,1105,-12.0,0.0,1340,-23.0,0,0
2013,10,31,4,B6,FLL,LGA,600,-11.0,0.0,842,-1.0,0,0
2013,6,6,4,OO,MCI,SFO,710,4.0,0.0,859,-16.0,0,0
2013,5,29,3,AA,LAX,DFW,1915,-2.0,0.0,5,52.0,1,0
2013,6,30,7,AA,DFW,TPA,730,16.0,1.0,1055,11.0,0,0
2013,9,13,5,B6,DEN,BOS,1217,81.0,1.0,1813,89.0,1,0
2013,5,3,5,DL,MEM,MCO,1400,-2.0,0.0,1702,0.0,0,0
2013,6,7,5,EV,OMA,DEN,621,-7.0,0.0,659,-16.0,0,0
2013,8,16,5,DL,PHL,ATL,1530,-5.0,0.0,1735,-14.0,0,0
2013,4,1,1,WN,PHL,MDW,2015,25.0,1.0,2125,17.0,1,0
2013,4,29,1,9E,SLC,DFW,1711,-6.0,0.0,2051,-12.0,0,0
2013,4,3,3,AA,AUS,DFW,750,1.0,0.0,855,-10.0,0,0
2013,5,20,1,AS,SFO,SEA,915,0.0,0.0,1115,1.0,0,0
2013,6,29,6,EV,IAD,EWR,600,3.0,0.0,714,-17.0,0,0
2013,6,5,3,WN,DAL,HOU,730,-3.0,0.0,830,-3.0,0,0
2013,7,6,6,DL,ORF,ATL,700,-5.0,0.0,846,-9.0,0,0
2013,9,12,4,AA,PHX,DFW,1830,15.0,1.0,2245,26.0,1,0
2013,5,19,7,WN,MDW,OKC,845,12.0,0.0,1055,-3.0,0,0
2013,10,20,7,B6,PVD,MCO,1519,-1.0,0.0,1814,10.0,0,0
2013,9,16,1,FL,DCA,ATL,1239,29.0,1.0,1427,22.0,1,0
2013,9,24,2,DL,ATL,JAX,1205,0.0,0.0,1315,-11.0,0,0
2013,9,29,7,VX,SEA,LAX,2010,3.0,0.0,2245,-5.0,0,0
2013,8,21,3,MQ,ORD,RIC,1025,5.0,0.0,1320,4.0,0,0
2013,8,19,1,AA,DFW,LAS,1820,-5.0,0.0,1910,-24.0,0,0
2013,7,13,6,9E,MSP,OKC,1443,34.0,1.0,1644,26.0,1,0
2013,10,26,6,WN,LAX,SFO,1935,1.0,0.0,2100,-20.0,0,0
2013,4,24,3,WN,PHX,MDW,715,0.0,0.0,1230,0.0,0,0
2013,5,24,5,UA,LGA,ORD,600,6.0,0.0,725,-6.0,0,0
2013,9,16,1,EV,MCI,IAH,1545,15.0,1.0,1744,21.0,1,0
2013,7,8,1,AA,TPA,MIA,635,-4.0,0.0,735,-3.0,0,0
2013,5,24,5,US,PHL,CLT,1200,3.0,0.0,1335,1.0,0,0
2013,7,25,4,FL,MCI,MCO,1452,-2.0,0.0,1832,-2.0,0,0
2013,8,18,7,WN,SLC,PDX,1115,-6.0,0.0,1210,-5.0,0,0
2013,9,2,1,AA,LGA,ORD,910,-9.0,0.0,1055,-37.0,0,0
2013,5,10,5,OO,ABQ,SFO,545,-3.0,0.0,732,-20.0,0,0
2013,7,3,3,DL,ATL,ORF,2005,76.0,1.0,2154,65.0,1,0
2013,7,17,3,WN,MCO,MSY,650,1.0,0.0,725,-1.0,0,0
2013,4,15,1,DL,SFO,DTW,900,-5.0,0.0,1633,-45.0,0,0
2013,4,13,6,DL,JFK,ATL,1545,-5.0,0.0,1822,-15.0,0,0
2013,6,13,4,DL,ATL,MEM,2150,,,2215,,1,1
2013,9,19,4,AA,MIA,DFW,1710,16.0,1.0,1920,12.0,0,0
2013,7,16,2,UA,DEN,LGA,1739,-1.0,0.0,2322,-5.0,0,0
2013,7,29,1,EV,DTW,RDU,1215,36.0,1.0,1400,23.0,1,0
2013,9,18,3,EV,MSP,ORD,555,-7.0,0.0,718,-23.0,0,0
2013,4,2,2,AA,SFO,DFW,810,-4.0,0.0,1340,-16.0,0,0
2013,9,13,5,MQ,MCI,ORD,640,-9.0,0.0,815,-12.0,0,0
2013,10,7,1,OO,SAN,LAX,1313,-7.0,0.0,1403,-10.0,0,0
2013,6,17,1,AA,DFW,LAS,1650,74.0,1.0,1740,81.0,1,0
2013,8,12,1,DL,PBI,LGA,1830,7.0,0.0,2128,-15.0,0,0
2013,9,10,2,UA,PHX,IAH,716,-4.0,0.0,1148,-13.0,0,0
2013,8,30,5,OO,OKC,MSP,1616,-7.0,0.0,1821,-3.0,0,0
2013,8,29,4,WN,DEN,SDF,1200,0.0,0.0,1630,-9.0,0,0
2013,8,10,6,MQ,DEN,ORD,610,-3.0,0.0,925,7.0,0,0
2013,5,22,3,WN,DAL,AUS,1055,1.0,0.0,1145,0.0,0,0
2013,10,27,7,EV,IAD,RIC,1216,-3.0,0.0,1304,-12.0,0,0
2013,4,15,1,AA,LAX,ORD,1730,2.0,0.0,2320,-14.0,0,0
2013,5,29,3,US,BOS,PHL,830,-5.0,0.0,955,-3.0,0,0
2013,7,17,3,EV,RIC,EWR,617,-16.0,0.0,730,-23.0,0,0
2013,9,5,4,AA,DFW,EWR,1400,5.0,0.0,1825,-3.0,0,0
2013,6,9,7,UA,PIT,ORD,828,0.0,0.0,900,-9.0,0,0
2013,5,2,4,OO,LAX,SEA,826,-1.0,0.0,1109,23.0,1,0
2013,6,8,6,B6,LGA,PBI,729,-9.0,0.0,1020,21.0,1,0
2013,9,22,7,WN,SAT,LAX,1120,-5.0,0.0,1225,-8.0,0,0
2013,5,14,2,DL,JAX,ATL,1833,4.0,0.0,1954,-3.0,0,0
2013,7,15,1,AA,LGA,DFW,1210,-9.0,0.0,1500,-29.0,0,0
2013,6,10,1,US,CLT,BDL,1625,174.0,1.0,1826,165.0,1,0
2013,7,24,3,OO,LAX,SAN,1230,221.0,1.0,1326,217.0,1,0
2013,10,30,3,DL,SMF,SLC,1349,-10.0,0.0,1622,-5.0,0,0
2013,4,20,6,DL,SFO,ATL,2240,1.0,0.0,610,5.0,0,0
2013,9,9,1,FL,ATL,MCO,1911,-10.0,0.0,2047,-31.0,0,0
2013,10,6,7,UA,SFO,MSP,1245,-4.0,0.0,1832,3.0,0,0
2013,6,23,7,AS,LAX,PDX,835,-6.0,0.0,1048,-5.0,0,0
2013,7,31,3,US,CLT,BWI,1753,132.0,1.0,1915,144.0,1,0
2013,9,27,5,DL,LGA,ATL,1200,17.0,1.0,1435,23.0,1,0
2013,7,22,1,UA,DEN,SEA,1756,-7.0,0.0,1951,-22.0,0,0
2013,7,29,1,DL,MSP,STL,1500,-3.0,0.0,1631,-8.0,0,0
2013,8,29,4,FL,STL,ATL,1736,-2.0,0.0,2005,4.0,0,0
2013,6,4,2,WN,LAS,OMA,1440,8.0,0.0,1915,-3.0,0,0
2013,5,7,2,OO,TUS,DEN,1235,-2.0,0.0,1526,2.0,0,0
2013,4,13,6,DL,MEM,ATL,845,-3.0,0.0,1105,-13.0,0,0
2013,10,14,1,WN,BDL,MCO,825,0.0,0.0,1120,-20.0,0,0
2013,10,16,3,WN,MDW,SDF,735,-1.0,0.0,940,-1.0,0,0
2013,9,20,5,UA,EWR,IAH,530,-4.0,0.0,810,9.0,0,0
2013,4,23,2,WN,DAL,SAT,1250,1.0,0.0,1350,0.0,0,0
2013,9,29,7,UA,MIA,IAH,830,-9.0,0.0,1015,-19.0,0,0
2013,6,19,3,US,CLT,BDL,1429,1.0,0.0,1624,-4.0,0,0
2013,4,16,2,FL,MCO,MDW,1115,-1.0,0.0,1300,-7.0,0,0
2013,5,3,5,OO,SLC,LGB,837,-10.0,0.0,939,-17.0,0,0
2013,5,14,2,UA,EWR,DFW,1817,3.0,0.0,2119,-1.0,0,0
2013,9,8,7,WN,SMF,LAS,1950,0.0,0.0,2110,-10.0,0,0
2013,6,25,2,US,BDL,CLT,1915,30.0,1.0,2116,54.0,1,0
2013,5,6,1,UA,ORD,SEA,826,2.0,0.0,1043,-28.0,0,0
2013,9,5,4,DL,BUF,ATL,1320,-5.0,0.0,1525,-24.0,0,0
2013,9,3,2,DL,LAX,DTW,2255,10.0,0.0,626,-8.0,0,0
2013,6,14,5,F9,PDX,DEN,1437,-6.0,0.0,1804,-11.0,0,0
2013,10,7,1,WN,SEA,PHX,1050,16.0,1.0,1335,12.0,0,0
2013,8,18,7,WN,STL,DAL,750,-3.0,0.0,925,-14.0,0,0
2013,5,27,1,B6,FLL,RDU,1346,-10.0,0.0,1551,-15.0,0,0
2013,6,20,4,AA,DFW,PHL,1645,-1.0,0.0,2105,-14.0,0,0
2013,4,3,3,WN,LAX,SMF,1445,-1.0,0.0,1600,-5.0,0,0
2013,9,10,2,AA,DFW,MEM,2105,-6.0,0.0,2225,-10.0,0,0
2013,5,1,3,UA,TPA,IAD,900,6.0,0.0,1120,-3.0,0,0
2013,4,18,4,US,PHX,DEN,845,9.0,0.0,1131,7.0,0,0
2013,6,22,6,WN,AUS,SAN,1035,9.0,0.0,1130,8.0,0,0
2013,6,9,7,WN,CLE,MDW,1330,56.0,1.0,1340,53.0,1,0
