text,label
"""Tidak menyesali ataupun dendam/marah pada hal-hal yang sudah berlalu, dan tidak menaruh rasa cemas yang berlebihan akan masa mendatang, itulah ketenangan sejati",0
"Perempuan itu sudah dikekang agama, jangan kau kekang dengan kebodohan mu (diriku). Bila dia patuhi sebaik²nya maka tak perlu kau gelisah, namun jika tidak apalagi dikekang olehmu  agama (Tuhan) saja ditrabass...#Ngopi",0
""" Bukan Cemas kau melupakanku, .   justru aku takut melupakanmu "".",0
Sbenernya kalian tahu bahwa obat dari gelisah dan galaumu itu adlah dngn brdoa kpada Tuhan.Tapi knapa kau masih melupakanNya. #KupasGundah,0
"...melewati pembangunan, menitipkan sepeda dg cemas. and UP",0
tapi hatinya mah tetep gelisah walau mulut ngomong,1
"menunggu ketidakpastian, harap harap cemas",1
Gelisah mulu tiap mau hari senin,0
"pernah jadi orang yang paling cemas, sebelum jadi orang yang paling ikhlas",1
"kalian waktu baca au pernah gak sih sampai kebawa ke rl, maksudku suasananya, rasanya. .soalnya aku kok gini yaa .mood ku jadi naik turun, ikut gelisah mulu. waktu baca au yang topik nya soal mental illness  hari-hari ku jadi gak tenang....dan sekarang aku takut.",1
Gelisah melanda malam ini....,0
"Pernah menjadi yg paling cemas, sampai dipaksa menjadi yang paling ikhlas.",0
Yang paling menenangkan disaat gelisah adalah ketika kita tidak menceritakan hal tersebut kepada siapapun,0
Pengen ngelewatin lebaran dengan mulus tanpa ada gelisah,0
Jangan membandingkan dirimu dengan orang lain. Iri hati hanya membuat jiwamu gelisah. Jadi diri sendiri.,0
Si elsa Resah dan gelisah .#IkatanCintaEp,0
"Aduh mau fotoin situasi agak ga enak....Jadi,di depan gue ada ibu yg baru aja ditinggal meninggal sama suaminya. Lagi ditenangin sama suster,anaknya dua uda dateng,trus Adek gue restless banget noleh kanan kiri,gelisah gitu",0
"Page  of ,..UBAT DENGAN AMAL :... Selalu sakit - Puasa.. Wajah gelap - Solat Dhuha.. Hati sempit - Baca Quran.. Susah bahagia - Solat tepat masa.. Emosi kacau - Wuduk dan istighfar.. Gelisah - Byk doa dan exercise.. Stress - ""Lahaula walaquwwata illa billah""",0
"Hai, mau cerita... Akhir-akhir ini aku merasa gelisah, susah tidur, aku cari di google katanya sih gejala depresi ringan, aku dulu pernah di bilangin tmn mama ku psikolog ""jangan banyak berfikir yg gk penting kamu mudah depresi"" trs aku sering bernafas tdk beraturan.",1
"semakin kesini semakin takut sm kuliah, mau kelas biasa aja gelisah duluan",0
"udah beberapa hari ini rasanya gelisah mulu, skrg mual, kaya org ...",1
tapi hatinya mah tetep gelisah walau mulut ngomong,0
O tiada ku gelisah.Akan masa menjelang.Ku berjalan serta Yesus.Maka hatiku tenang ..Setiap nyanyi lagu Tak ku tahu kan hari esok dibagian ini selalu pengen nangis.Soalnya aku menyanyikannya tapi tidak melakukannya.Maaf Tuhan aku terlalu sering khawatir,1
hi Ada yang mau di SA in selama  abad? .terutama yang lagi gelisah galau merana..-tbz ,0
Notif yg bikin cemas itu notif line,0
Gelisah gabisa ngecuit lol,0
"Ini pendapatku aja ya gaes mungkin ada yg gak setuju atau beda pendapat maaf ya   ini cuma menurut ku aja sih kalo ""operasi"" mau itu : atau gk pasti seharusnya perasaan cemas takut dan khawatir itu akan lebih dan fokus mendoakan #IkatanCinta",0
"Dia menunggu seseorang, menunggu perginya harapan untuk pulang, sementara berharap cepat kembali. Cemas tapi rindu.",0
Mengendalikan rasa cemas tidak semudah kedengarannya..,1
gelisah bgt ga bisa diem gila nih kopi,0
Allah tau kok. Ngapain cemas? Bakal dijagain dgn tenang. Masak iya ga percaya sama Allah?,0
"""Tidak menyesali ataupun dendam/marah pada hal-hal yang sudah berlalu, dan tidak menaruh rasa cemas yang berlebihan akan masa mendatang, itulah ketenangan sejati""",0
sejak pandemi gabuka laptop sehari berasa gelisah ky punya beban hidup berat banget,1
Orang yang gelisah dan takut dapat dilihat dari seringnya menyentuh wajah dan membunyikan jari-jari tangan.,1
"Ponakanku namanya Ragnala, semoga sehat selalu, ya Allah. Sejak kejadian tahun kemarin selalu cemas kalau urusan bayi-bayi.",0
"Fixxx, gw gagal move on dari vincenzooo gimana iniii. Gelisah galau  Meranaaa.",0
"tau ga se rek ngeroso akeh pikiran tp mbo opo seng dipikir :( , kok rasane gelisah ae",1
"tanyarl kenapa ya kalo ada cowok yg didekat aku, aku bisa takut sama gelisah gituu?? bahkan sama temen sekelas... .kasih solusi dong biar gk takut lagi... soalnya aku bantu mamaku jualan, dan kalo ada pembeli cowok takut gituu..btw aku cewek. thank youuu ",0
perasaan sensitif bikin hati gelisah.,1
"Kadang hati kita selalu rasa risau, sedih, kecewa dan gelisah tanpa sebab. Mungkin Allah nak kita berbalik kepadaNya. Nasihat buat diri.""",0
"Kejar terus dunia :.cape iya , tenang kaga,.Sebenarnya apa sih yang di cari? .Mau sebanyak apapun itu harta kalau tidak tenang, enakkah? .Gelisah sesak cemas~ .Semoga Allah selalu beri rasa qonaah di hati ini dan rasa aman~",0
"Skripsi tidak berbahaya. Tapi gelisah berlanjutan karena skripsi belum selesai, bisa berbahaya bagi jantung.",0
Cintaku harus jujur....bila di dekatmu hatiku senang bila jauh hatiku gelisah....inikah cinta yang sebenarnya?,0
Biar ga gelisah gmn si,1
Api menjalar dari sebuah kapal.Jerit ketakutan.Keras melebihi gemuruh gelombang.Yang datang..Sejuta lumba lumba mengawasi cemas.Risau camar membawa kabar.Tampomas terbakar.Risau camar memberi salam.Tampomas Dua tenggelam,0
abis di confessin gelisah bgt dah gua aelah,1
"Yuk fokus yuk. Senin nambah pengalaman baru lagi nih hehe. Capek banget jd orang yg gampang cemas duluan, padahal pas udah dikerjain mah ""oh gini toh"" ",0
"resah dan gelisah banget nih mikirin gimana caranya leher bagus mulus seperti kulit bayi , penting bgt ngurus leher #NgomonginLeher",0
"Pantes gelisah aja drtd. Br ngeh td makan daging banyak,gym jg lumayan extra. Ditambah ujan. Mauu cuddlee ",0
Tak ada rasa takut dan gelisah bagi org yg selalu ingat kpd ALLAH. Dan Pertolongan pun selalu datang kpd org yg menolong agama ALLAH..   #RamadhanBulanAlQuran   .. #FKYS,0
" Kamu ga bisa gerak : kamu merasa kamu gabisa mengubah hidupmu sendiri, sebanyak apapun usahanya . ular kamu merasa cemas ttg suatu hal / kamu merasa sedang dibohongi",0
Resah.. dan.. gelisah.. ,1
"Fakta nya dunia itu jahat sejak awal , bayi yang baru terlahir pun sudah langsung di buat menangis dalam gelisah nya , dan nyata nya meninggalkan dunia itu jalan untuk mendapat bahagia yang abadi ,  karna orang mati tetap tenang dalam baring nya sambil tersenyum.",0
"Kebiasaan Britney Spears apabila merasa cemas menjelang tampil di depan publik, ia menggigiti jarinya hingga terluka.",0
"Baru kali ini gue ngalamin gangguan kecemasan dalam tidur, dan itu gak enak banget. Padahal lagi gak mikir apa, tapi gelisah",1
udah semingguan rasanya gelisah terus kepala rasanya penuh pengen istirahat pdh tidur terus,1
"Ya resah, ya lelah, ya gelisah, ya kangen rumah, ya kangen yg ada di rumah, ya wes ngono kae lah",0
kok ak gelisah ya,1
"alhamdulillah sedikit lega udah ngeluarin disini.. daritadi gelisah banget gak karuan. tapi kalo udah dikeluarin apa yang mau diceritain, legaaa banget, meskipun gak ada orang yang respon atau baca atau apapun itu, yang penting cerita aja dulu, biar hati lega:"")",0
"Cemas, serba ketakutan,, takut perang terjadi, takut krisis ekonomi, takut polusi udara, wabah penyakit, air bersih, dll. Kapan senengnya?",1
"Namanya juga sayang. Ada rasa; Takut, khawatir, cemburu, gelisah, kangen. Ya wajarin aja, intinya aku sayang kamu.",0
"""pernah menjadi yang paling cemas hingga akhirnya Dipaksa menjadi yang lebih ikhlas""",0
yaallah knp gelisah gini,1
perasaan gelisah sudah mulai bermunculan ,1
"Engkau harus tegas menghadapi masalah, daripada gelisah membayangkan penyiksaannya terhadapmu",0
Menghilang tanpa kabar.Membuat hati cemas berdebar debar,0
"Tidak menyesali ataupun dendam/marah pada hal-hal yang sudah berlalu, dan tidak menaruh rasa cemas yang berlebihan akan masa mendatang, itulah ketenangan sejati",0
Gelisah bgt bgsd,1
"""Aku... membuatmu cemas. Maaf, ya..."" -Shinichi Kudo #DCSQuote",0
"Hari-hari penuh gelisah, dengan pemasukan yang belum tau arah..Semoga selalu dapat apa yg kita butuhkan dan diberi kelibihan untuk sebuah keinginan... -  - ",1
"Pernah menjadi orang yg paling cemas, sebelum belajar menjadi orang yg ikhlas#bymrscleo#",0
Dialog dini hari.Resah gelisah mengiringi.Berharap ada yang mengerti.Berharap kau ada disini..,0
 jam bangun  jam bangun ngde si gelisah kene kle cak sete poles dwg,1
Gelisah dan khawatir adalah perangai setan,0
Sekarang kalo gejala flu juga uda parno sendiri..Kerja gelisah.Sakit gelisah,0
Sedikit cemas banyak rindunya,0
"Belakangan ini semua serba mendadak, mendadak seneng, mendadak sedih, mendadak cemas, mendadak santai, mendadak semangat, mendadak lesu, dll. Ga suka sebenernya sama semua yang dadakan, ya tapi mau gimana. Hahaha",1
“Sedikit cemas banyak rindunya”,0
"i'm so sorry, tapi bisa kasi kata semangat gak? aku cemas banget gak bisa bahagiain anak.",1
Yaa Allah sae sagala gala .Sagala gala nu sae di Allah .Aminn .. .Nu gelisah na sing enggal janten kabingah.,0
Mengapa siang hari kamu merasa resah?.Dan malam hari kamu merasa gelisah?..Itu semua karna subuhmu bermasalah,0
"Belakangan ini setiap bangun pagi rasanya gelisah, deg degan kayak gaksiap ngejalanin hari",0
Tadi malem tidur kalian gelisah ga sih? Apa cma gua doang?,0
Sial! Gue minum obat procold flu malah jadi efek sampingnya insomnia + gelisah. Anj!,0
"Gw gasuka cemas anjir, gasuka wehhh",1
org tu lgsg cemas atau panik klok denger suara tembakan atau apapun..TP AKU MALAH PANIK TRS NGEDON TU KLOK DENGAR SUARA ALARM TAH KNAPAA,0
"Disamperin dan diangkut buat ke cafe, yahh awalnya ya lumayan aman jiwa ini, lama mulai resah dan gelisah, emang gue gak boleh sendirian tapi kalau nongkrong rame sekaligus reuni kecilan jga gak boleh lama, kebanyakan diam aja ya mau masuk ke mana gak tau sgt tdk relate",0
mcm hilang anak lahai gelisah betul rasani,0
"Durian mengandung banyak asam amino triptofan, yang berguna untuk mengurangi rasa gelisah, depresi dan mengobati insomnia.",0
"Doa itu datang dari hati yg gelisah, sumpah datang dari hati yg penuh amarah  #doa #gelisah #sumpah",0
"Jangan engkau terlalu cemas dengan diriku.Diriku baek baek saja, diriku masih berada di jalan Janji kita",0
"Allhamdulilah hati pikiran mulai membaik yaallah ,aku ngerasa beda semenjak sebulan ke belakang hati gelisah pikiran kacau bawaan nya sensi ,sekarang normal adem ayem barakallah ",0
Harap harap cemas,0
"Dibalik online mu, ada hati yg harap cemas menunggu kabar darimu",1
resah gelisah parai,1
gelisah ga tau kenapa.ga tenang aja rasanya,1
"resah &amp; gelisah bgt nih mikirin gimana caranya leher bagus mulus seperti kulit bayi bagusnya leher jg di rawat , leher itu cantik guys, kalo bersih #NgomonginLeher",0
Bukber eh pada keracunan. .Alhamdulillah aku gak ada gejala. tp pas kebetulan clarine gak bisa bobo. Gelisah Mulu. Semoga gpp cuma pingin melek aja anakku ,0
"Jika kau resah, hatimu gundah, dan rasa cemas menghantuimu, sesungguhnya hanya kepada Tuhanlah tempat terbaik untuk mengadu.   Ramadhan Penuh Makna   .. #MwtLH",0
"Sometimes I can't even rest. Selalu cemas, khawatir ini itu, padahal udah capek",1
Gelisah mulu kyk org mau berak,0
"Apasih senengnya jadi Purimons? ..Sial, dia gak tau aja gmn rasanya gelisah karena mahal momen, terus tiba-tiba dibikin engap sampe ngik-ngik karena satu acara bareng..ALIAS GATAU SYUTINGNYA KAPAN. TIBA-TIBA TAYANG AJA ITU ACARA ",0
"Orang yang sedang sedih atau gelisah, terkadang disebut ""sedang melankolis"".",0
HISOKA KPN MUNCUL LGIE YA KANGEN ENIH GUE STRESS GELISAH MULU NYING,0
Rasanya gelisah anjir.,1
"Durian mengandung banyak asam amino triptofan, yang berguna untuk mengurangi rasa gelisah, depresi dan mengobati insomnia.",0
"Ketika hati sedang resah, gelisah dan dipenuhi dengan keputusasaan, ingatlah bahwa hanya kepada Tuhan kita mengadu.",0
Pinter banget woi bikin gelisah. Belajar dimana sih,0
gelisah mulu gatau karena apa,1
"biasanya tak pakai minyak wangi biasanya tak suka begitu saya cemburu, saya curiga takutnya ada main di sana..biasanya tak pakai minyak rambut.biasanya tak seperti itu saya gelisah, tak enak hati takutnya ada cinta yang lain.. *nyanyi sambil joget bang jali* hahahaha",0
"Hari demi hari, harapan itu kian bertumbuh, semakin aku merasa dekat, semakin banyak yg kuharapkan darimu, dan kadang aku menjadi  cemas karena hal tersebut. Sampai aku menjaid khawatir, khawatir kalau hal itu membuat harapan ku menganggu. Terutama menganggu km.",1
Gelisah dalam pikiran tidak akan menyelesaikan masalah. Bangkit &amp; percaya yakin pasti ada jalan keluar,0
Uti demam pon aku dah sedih dan gelisah.. Apatah lagi si kenit nii demam haihhh laaa,1
Di malam hari menuju pagi sedikit cemas banyak rindunyaaaa,0
"udh berapa hari kalo malem kaya gelisah gtu terus pas siang nyaa pikiran kaya kosong, kenapa yaa",1
ciee yg jadi petugas kesehatan besok di acara syukuran bupati terpilih....gelisah kalo ku tengok yaa kak wkwk. B aja napa,0
"dr kmrn tdr gaenak bgt, gelisah mulu bawaan nya cape",1
"Pusing, sulit konsentrasi, lelah gelisah tanpa sebab, pegel linu, hipertensi bisa jadi tubuh sedang kekurangan minum air #HidupSehat",0
"Jika kamu mampu bersyukur atas apa yang telah Tuhan berikan untukmu, kamu tak akan cemas memikirkan apa yang bukan milikmu. #PalembangHebohQuotes",0
"Istirahat gaada salahnyakan? ..Kita berhak bersedih kita berhak bahagia di versi kita masing, menunggu keadaan  dan berharap cemas akan datangnya keadaan yang lebih baik lagi..Semoga bisa lebih baik lagi jangan pernah nyerah jadi orang baik dan terus belajar",0
" aku belum tidur, dan sekarang kepalaku sakit banget. Ngantuk, tapi gak bisa tidur gitu, udah coba merem juga tapi malah gelisah ",1
- Flu.- Demam.- Kuping budeg.- Hati gelisah.- Nangis mulu..Apakah itu gejala aku jatuh cinta kepadanya?,0
"Pernah dadi wong seng paling cemas, sampai akhirnya menjadi ora nggagas blas !",0
"Ada  tipe manusia saat ini:.. Orang yang sibuk berbelanja ke mall untuk lebaran... Orang yang sibuk membaca ""allahumma innaka 'afuwwun tuhibbul 'afwa fa'fu'anni"" dengan lirih, berusaha beribadah dengan maksimal semalaman, dan merasa gelisah karena ramadhan akan segera pergi.",0
 : ngapain si kamu kek gelisah gitu.me : nunggu exo comeback .......#EXOcomeback,0
GALAU: Gelisah Antara Lanjut Atau Udahan,0
Terlalu cemas.Terlalu khawatir.Terlalu takut,1
"Emang nggak perlu cemas berlebih, nggak baik",0
Resah dan gelisah.,1
Tak seharusnya aku cemas perihal takdir.Sebab selembar daun pun Allah sudah atur akan jatuh kapan dan di mana.,0
Mengapa harus cemas jika kau telah tau pada akhirnya cinta sejatimu masih sebuah MISTERI....,0
Dia hanya akan merasa. .Pria itu sangat menginginkan dia. .Kamu tahu. .Sekarang. .karena kamu sudah like. .Dan. .Follow. .Yuri akan merasa kesulitan tidur setiap malam. .Dari tanggal --..Karena. .Didalam hatinya. .Dia memikirkan kamu. ..Dan..Saya sakit hati. .Cemas sekali.,0
Akan selalu ada tenang di sela sela gelisah,1
"dismayed = kecewa, cemas",1
Ini kok jantung aku deg an nya kenceng banget ya. Gelisah bgt. Tapi gatau apa yg aku gelisahin. Gaenak bgt perasaan.....,1
"kau kasar dengan pasanganmu? ingat dio , saat kau putus kau seperti tidak ada nyawa , kau seperti lemari tanpa baju, kau seperti kulkas tanpa dingin dio, jadi cubola untuk berpikir , kau mengis tanpa henti , kau takbisa tidur bermalam malam , kau gelisah tak karuan saat ia pergi,",0
Lagi gelisah. Semoga yg disana baik saja yah....Ya Allah lindungilah dia.....Amin ya robbal alamin,1
